Type,Text,URL
a,Copper/amino acid catalyzed cross-couplings of aryl andvinylhalides with nucleophiles.,https://www.ncbi.nlm.nih.gov/pubmed/18698852
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,"Ma, Dawei; Cai, Qian",
p,2008-11-18,
p,"Copper-assisted Ullmann-type coupling reactions are valuable transformations for organic synthesis. Researchers have extensively applied these reactions in both academic and industrial settings. However, two important issues, the high reaction temperatures (normally above 150 degrees C) and the stoichiometric amounts of copper necessary, have greatly limited the reaction scope. To solve these problems, we and other groups have recently explored the use of special ligands to promote these coupling reactions. We first showed that the structure of alpha-amino acids can accelerate Cu-assisted Ullmann reactions, leading to the coupling reactions of aryl halides and alpha-amino acids at 80-90 degrees C. In response to these encouraging results, we also discovered that an l-proline ligand facilitated the following transformations: (1) coupling of aryl halides with primary amines, cyclic secondary amines, andN-containing heterocycles at 40-90 degrees C; (2) coupling of aryl halides with sulfinic acid salts at 80-95 degrees C; (3) azidation of aryl halides andvinylhalides with sodium azide at 40-95 degrees C; (4) coupling of aryl halides with activated methylene compounds at 25-50 degrees C. In addition, we found thatN,N-dimethylglycine as a ligand facilitated Cu-catalyzed biaryl ether formation at 90 degrees C. Moreover, Sonogashira reactions worked in the absence of palladium and phosphine ligands, forming enamides fromvinylhalides and amides at temperatures ranging from ambient temperature up to 80 degrees C. Furthermore, we discovered that an ortho-amide group can accelerate some Ullmann-type reactions. This functional group in combination with other ligand effects allowed for aryl amination or biaryl ether formation at ambient temperature. The coupling between aryl halides and activated methylene compounds even proceeded at -45 degrees C to enantioselectively form a quaternary carbon center. Taking advantage of these results, we developed several novel approaches",
p,40 CFR 61.63 - Emission standard forvinylchloride plants.,
a,40 CFR 61.63 - Emission standard forvinylchloride plants.,https://www.gpo.gov/fdsys/pkg/CFR-2011-title40-vol8/pdf/CFR-2011-title40-vol8-sec61-63.pdf
p,"Code of Federal Regulations, 2011 CFR",
a,"Code of Federal Regulations, 2011 CFR",http://www.gpo.gov/fdsys/browse/collectionCfr.action?selectedYearFrom=2011&page.go=Go
p,,
p,2011-07-01,
p,... plants. 61.63 Section 61.63 Protection of Environment ENVIRONMENTAL PROTECTION AGENCY (CONTINUED) AIR PROGRAMS (CONTINUED) NATIONAL EMISSION STANDARDS FOR HAZARDOUS AIR POLLUTANTS National Emission Standard... formation and purification: The concentration ofvinylchloride in each exhaust gas stream from any...,
p,40 CFR 61.63 - Emission standard forvinylchloride plants.,
a,40 CFR 61.63 - Emission standard forvinylchloride plants.,https://www.gpo.gov/fdsys/pkg/CFR-2013-title40-vol9/pdf/CFR-2013-title40-vol9-sec61-63.pdf
p,"Code of Federal Regulations, 2013 CFR",
a,"Code of Federal Regulations, 2013 CFR",http://www.gpo.gov/fdsys/browse/collectionCfr.action?selectedYearFrom=2013&page.go=Go
p,,
p,2013-07-01,
p,... plants. 61.63 Section 61.63 Protection of Environment ENVIRONMENTAL PROTECTION AGENCY (CONTINUED) AIR PROGRAMS (CONTINUED) NATIONAL EMISSION STANDARDS FOR HAZARDOUS AIR POLLUTANTS National Emission Standard... formation and purification: The concentration ofvinylchloride in each exhaust gas stream from any...,
p,40 CFR 61.63 - Emission standard forvinylchloride plants.,
a,40 CFR 61.63 - Emission standard forvinylchloride plants.,https://www.gpo.gov/fdsys/pkg/CFR-2012-title40-vol9/pdf/CFR-2012-title40-vol9-sec61-63.pdf
p,"Code of Federal Regulations, 2012 CFR",
a,"Code of Federal Regulations, 2012 CFR",http://www.gpo.gov/fdsys/browse/collectionCfr.action?selectedYearFrom=2012&page.go=Go
p,,
p,2012-07-01,
p,... plants. 61.63 Section 61.63 Protection of Environment ENVIRONMENTAL PROTECTION AGENCY (CONTINUED) AIR PROGRAMS (CONTINUED) NATIONAL EMISSION STANDARDS FOR HAZARDOUS AIR POLLUTANTS National Emission Standard... formation and purification: The concentration ofvinylchloride in each exhaust gas stream from any...,
p,40 CFR 61.63 - Emission standard forvinylchloride plants.,
a,40 CFR 61.63 - Emission standard forvinylchloride plants.,https://www.gpo.gov/fdsys/pkg/CFR-2014-title40-vol9/pdf/CFR-2014-title40-vol9-sec61-63.pdf
p,"Code of Federal Regulations, 2014 CFR",
a,"Code of Federal Regulations, 2014 CFR",http://www.gpo.gov/fdsys/browse/collectionCfr.action?selectedYearFrom=2014&page.go=Go
p,,
p,2014-07-01,
p,... plants. 61.63 Section 61.63 Protection of Environment ENVIRONMENTAL PROTECTION AGENCY (CONTINUED) AIR PROGRAMS (CONTINUED) NATIONAL EMISSION STANDARDS FOR HAZARDOUS AIR POLLUTANTS National Emission Standard... formation and purification: The concentration ofvinylchloride in each exhaust gas stream from any...,
p,40 CFR 61.63 - Emission standard forvinylchloride plants.,
a,40 CFR 61.63 - Emission standard forvinylchloride plants.,https://www.gpo.gov/fdsys/pkg/CFR-2010-title40-vol8/pdf/CFR-2010-title40-vol8-sec61-63.pdf
p,"Code of Federal Regulations, 2010 CFR",
a,"Code of Federal Regulations, 2010 CFR",http://www.gpo.gov/fdsys/browse/collectionCfr.action?selectedYearFrom=2010&page.go=Go
p,,
p,2010-07-01,
p,... plants. 61.63 Section 61.63 Protection of Environment ENVIRONMENTAL PROTECTION AGENCY (CONTINUED) AIR PROGRAMS (CONTINUED) NATIONAL EMISSION STANDARDS FOR HAZARDOUS AIR POLLUTANTS National Emission Standard... formation and purification: The concentration ofvinylchloride in each exhaust gas stream from any...,
p,Comparison of slime-producing coagulase-negative Staphylococcus colonization rates onvinyland ceramic tile flooring materials.,
a,Comparison of slime-producing coagulase-negative Staphylococcus colonization rates onvinyland ceramic tile flooring materials.,https://www.ncbi.nlm.nih.gov/pubmed/19589249
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,"Yazgi, H; Uyanik, M H; Ayyildiz, A",
p,2009-01-01,
p,"This study investigated the colonization of slime-producing coagulase-negative Staphylococcus (CoNS) in 80 patient wards in Turkey (40vinyland 40 ceramic tile floors). A total of 480 samples that included 557 CoNS isolates were obtained. Slime production was investigated with the Christensen method and methicillin-susceptibility was tested by the disk-diffusion method. There was a significant difference in the percentage of slime-producing CoNS isolates onvinyl(12.4%) versus ceramic tile flooring (4.4%). Fromvinylflooring, the percentage of slime producing methicillin-resistant CoNS (MRCoNS) (8.9%) was significantly higher than for methicillin-sensitive CoNS (MSCoNS) (3.6%), whereas there was no difference from ceramic tile flooring (2.5% MRCoNS versus 1.8% MSCoNS). The most commonly isolated slime-producing CoNS species was S. epidermidis on both types of flooring. It is concluded thatvinylflooring seems to be a more suitable colonization surface for slime-producing CoNS than ceramic tile floors. Further studies are needed to investigate bacterial strains colonized on flooring materials, which are potential pathogens for nosocomial infections.",
p,"Functional Degradable Polymers by Radical Ring-Opening Copolymerization of MDO andVinylBromobutanoate: Synthesis, Degradability and Post-Polymerization Modification.",
a,"Functional Degradable Polymers by Radical Ring-Opening Copolymerization of MDO andVinylBromobutanoate: Synthesis, Degradability and Post-Polymerization Modification.",https://www.ncbi.nlm.nih.gov/pubmed/25997518
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,"Hedir, Guillaume G; Bell, Craig A; O'Reilly, Rachel K; Dove, Andrew P",
p,2015-07-13,
p,"The synthesis ofvinylbromobutanoate (VBr), a newvinylacetate monomer derivative obtained by the palladium-catalyzedvinylexchange reaction betweenvinylacetate (VAc) and 4-bromobutyric acid is reported. The homopolymerization of this new monomer using the RAFT/MADIX polymerization technique leads to the formation of novel well-defined and controlled polymers containing pendent bromine functional groups able to be modified via postpolymerization modification. Furthermore, the copolymerization ofvinylbromobutanoate with 2-methylene-1,3-dioxepane (MDO) was also performed to deliver a range of novel functional degradable copolymers, poly(MDO-co-VBr). The copolymer composition was shown to be able to be tuned to vary the amount of ester repeat units in the polymer backbone, and hence determine the degradability, while maintaining a control of the final copolymers' molar masses. The addition of functionalities via simple postpolymerization modifications such as azidation and the 1,3-dipolar cycloaddition of a PEG alkyne to an azide is also reported and proven by (1)H NMR spectroscopy, FTIR spectroscopy, and SEC analyses. These studies enable the formation of a novel class of hydrophilic functional degradable copolymers using versatile radical polymerization methods.",
p,Kinetic Studies that Evaluate the Solvolytic Mechanisms of Allyl andVinylChloroformate Esters,
a,Kinetic Studies that Evaluate the Solvolytic Mechanisms of Allyl andVinylChloroformate Esters,https://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pmcentrez&artid=3645686
p,PubMed Central,
a,PubMed Central,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pmc
p,"D’Souza, Malcolm J.; Givens, Aaron F.; Lorchak, Peter A.; Greenwood, Abigail E.; Gottschall, Stacey L.; Carter, Shannon E.; Kevill, Dennis N.",
p,2013-01-01,
p,"At 25.0 °C the specific rates of solvolysis for allyl andvinylchloroformates have been determined in a wide mix of pure and aqueous organic mixtures. In all the solvents studied,vinylchloroformate was found to react significantly faster than allyl chloroformate. Multiple correlation analyses of these rates are completed using the extended (two-term) Grunwald-Winstein equation with incorporation of literature values for solvent nucleophilicity (NT) and solvent ionizing power (YCl). Both substrates were found to solvolyze by similar dual bimolecular carbonyl-addition and unimolecular ionization channels, each heavily dependent upon the solvents nucleophilicity and ionizing ability. PMID:23549265",
p,VinylMonomers Double as UV Stabilizers: 179th ACS Meeting Houston.,
a,VinylMonomers Double as UV Stabilizers: 179th ACS Meeting Houston.,https://eric.ed.gov/?q=solar+AND+photovoltaic&pg=3&id=EJ222483
p,ERIC Educational Resources Information Center,
a,ERIC Educational Resources Information Center,http://www.eric.ed.gov/ERICWebPortal/search/extended.jsp?_pageLabel=advanced
p,"Chemical and Engineering News, 1980",
p,1980-01-01,
p,Synthesis and polymerization ofvinylmonomers that double as stabilizers against degradation of plastics by ultraviolet light has been accomplished. Potential applications include protection of photovoltaic cells in solar power plants. (Author/RE),
p,"Effect of Aromatherapy with Peppermint Oil on the Severity of Nausea and Vomiting in Pregnancy: A Single-blind, Randomized, Placebo-controlled trial.",
a,"Effect of Aromatherapy with Peppermint Oil on the Severity of Nausea and Vomiting in Pregnancy: A Single-blind, Randomized, Placebo-controlled trial.",https://www.ncbi.nlm.nih.gov/pubmed/29850445
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,"Joulaeerad, Narges; Ozgoli, Giti; Hajimehdipoor, Homa; Ghasemi, Erfan; Salehimoghaddam, Fatemeh",
p,2018-01-01,
p,"Nausea and vomiting are common complaints in the first half of pregnancy. These symptoms can significantly affect a person's personal and professional life. Aromatherapy is one of the types of complementary medicine that is used in the treatment of nausea and vomiting. The objective of this study was to determine the effect of aromatherapy with peppermint oil on the severity of nausea and vomiting of pregnancy (NVP). This was a single-blind clinical trial that was conducted on 56 pregnant women with mild to moderate severity ofNVPand 6 to 20 weeks of gestational age. After the determination of gestational age and base severity ofNVPin each woman, they were randomly assigned to one of the two groups: peppermint oil (n=28) or placebo (n=28). Inhalation aromatherapy was done for four days and at the end of each day, they responded to the Pregnancy Unique Quantification of Emesis/Nausea questionnaire (PUQE). The data obtained were analyzed with Mann-Whitney test and ANOVA with repeated measures using SPSS software version 22. Also, the level of significance was p<0.05. Although the severity ofNVPin each intervention group significantly decreased (p<0.001), the comparison of the severity ofNVPduring the study period and at the end of it was not statistically significant between the placebo and intervention groups. According to the possibility of neurological mechanisms causingNVP, the effect of aromatherapy with peppermint oil and placebo were the same in this study. This similarity can be due to psychological impacts of intervention on pregnant women.",
p,The effect of heartburn and acid reflux on the severity of nausea and vomiting of pregnancy,
a,The effect of heartburn and acid reflux on the severity of nausea and vomiting of pregnancy,https://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pmcentrez&artid=2711677
p,PubMed Central,
a,PubMed Central,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pmc
p,"Gill, Simerpal Kaur; Maltepe, Caroline; Koren, Gideon",
p,2009-01-01,
p,"BACKGROUND: Heartburn (HB) and acid reflux (RF) in the non-pregnant population can cause nausea and vomiting; therefore, it is plausible that in women with nausea and vomiting of pregnancy (NVP), HB/RF may increase the severity of symptoms. OBJECTIVE: To determine whether HB/RF during pregnancy contribute to increased severity ofNVP. METHODS: A prospectively collected cohort of women who were experiencingNVPand HB, RF or both (n=194) was studied. The Pregnancy-Unique Quantification of Emesis and Nausea (PUQE) scale and its Well-being scale was used to compare the severity of the study cohort’s symptoms. This cohort was compared with a group of women experiencingNVPbut no HB/RF (n=188). Multiple linear regression was used to control for the effects of confounding factors. RESULTS: Women with HB/RF reported higher PUQE scores (9.6±2.6) compared with controls (8.9±2.6) (P=0.02). Similarly, Well-being scores for women experiencing HB/RF were lower (4.3±2.1) compared with controls (4.9±2.0) (P=0.01). Multiple linear regression analysis demonstrated that increased PUQE scores (P=0.003) and decreased Well-being scores (P=0.005) were due to the presence of HB/RF as opposed to confounding factors such as pre-existing gastrointestinal conditions/symptoms, hyperemesis gravidarum in previous pregnancies and comorbidities. CONCLUSION: The present cohort study is the first to demonstrate that HB/RF are associated with increased severity ofNVP. Managing HB/RF may improve the severity ofNVP. PMID:19373420",
p,Response surface method (RSM) for optimization of ionic conductivity of membranes polymer electrolyte poly (vinylidene fluoride) (PVDF) with polyvinylpyrrolidone(PVP) as pore forming agent,
a,Response surface method (RSM) for optimization of ionic conductivity of membranes polymer electrolyte poly (vinylidene fluoride) (PVDF) with polyvinylpyrrolidone(PVP) as pore forming agent,http://adsabs.harvard.edu/abs/2017MS%26E..206a2052D
p,NASA Astrophysics Data System (ADS),
a,NASA Astrophysics Data System (ADS),http://adsabs.harvard.edu/abstract_service.html
p,"Dyartanti, E. R.; Susanto, H.; Widiasa, I. N.; Purwanto, A.",
p,2017-06-01,
p,"The Membranes Polymer Gel Electrolyte (MPGEs) based poly (vinylidene fluoride) (PVDF) was prepared by a phase inversion method using polyvinylpyrrolidone(PVP) as a pore-forming agent andN,N-dimethyl acetamide (DMAc) as a solvent and water as non solvet. The membranes were then soaked in 1 M lithium hexafluorophosphate (LiPF6) in ethylene carbonate (EC) / dimethyl carbonate (DMC) / Diethyl carbonate (DEC) (4:2:4 %vol) solution in order to prepare polymer electrolyte membranes. The MPEGs PVDF/PVP/Nanoclay was applied using central composite design (CCD) experimental design to obtain a quantitative relationship between selected membranes prepared parameters namely (PVDF, PVP as pore forming agent and nanoclay filler concentration) and Ionic conductivity MPEGs. The model was used to find the optimum ionic conductivity from polymer electrolyte membranes. The polymer electrolyte membranes show good ionic conductivity on the order of 6.3 - 8.7 x 10-3 S cm-1 at the ambient temperatures. The ionic conductivity tended to increase with PVP and nanoclay concentration and decrease with PVDF composition. The model predicted the maximum ionic conductivity of 8.47 x 10-3 S cm-1 when the PVDF, PVP and nanoclay concentration were set at 8.01 %, 8.04 % and 10.12%, respectively. The first section in your paper.",
p,RAFT Aqueous Dispersion Polymerization ofN-(2-(Methacryloyloxy)ethyl)pyrrolidone: A Convenient Low Viscosity Route to High Molecular Weight Water-Soluble Copolymers,
a,RAFT Aqueous Dispersion Polymerization ofN-(2-(Methacryloyloxy)ethyl)pyrrolidone: A Convenient Low Viscosity Route to High Molecular Weight Water-Soluble Copolymers,https://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pmcentrez&artid=4928143
p,PubMed Central,
a,PubMed Central,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pmc
p,,
p,2016-01-01,
p,"RAFT solution polymerization ofN-(2-(methacryoyloxy)ethyl)pyrrolidone(NMEP) in ethanol at 70 °C was conducted to produce a series of PNMEP homopolymers with mean degrees of polymerization (DP) varying from 31 to 467. Turbidimetry was used to assess their inverse temperature solubility behavior in dilute aqueous solution, with an LCST of approximately 55 °C being observed in the high molecular weight limit. Then a poly(glycerol monomethacylate) (PGMA) macro-CTA with a mean DP of 63 was chain-extended with NMEP using a RAFT aqueous dispersion polymerization formulation at 70 °C. The target PNMEP DP was systematically varied from 100 up to 6000 to generate a series of PGMA63–PNMEPx diblock copolymers. High conversions (≥92%) could be achieved when targeting up to x = 5000. GPC analysis confirmed high blocking efficiencies and a linear evolution in Mn with increasing PNMEP DP. A gradual increase in Mw/Mn was also observed when targeting higher DPs. However, this problem could be minimized (Mw/Mn < 1.50) by utilizing a higher purity grade of NMEP (98% vs 96%). This suggests that the broader molecular weight distributions observed at higher DPs are simply the result of a dimethacrylate impurity causing light branching, rather than an intrinsic side reaction such as chain transfer to polymer. Kinetic studies confirmed that the RAFT aqueous dispersion polymerization of NMEP was approximately four times faster than the RAFT solution polymerization of NMEP in ethanol when targeting the same DP in each case. This is perhaps surprising because both 1H NMR and SAXS studies indicate that the core-forming PNMEP chains remain relatively solvated at 70 °C in the latter formulation. Moreover, dissolution of the initial PGMA63–PNMEPx particles occurs on cooling from 70 to 20 °C as the PNMEP block passes through its LCST. Hence this RAFT aqueous dispersion polymerization formulation offers an efficient route to a high molecular weight water-soluble polymer in a rather",
p,Polyvinylpyrrolidone/Multiwall Carbon Nanotube Composite Based 36° YX LiTaO3 Surface Acoustic Wave For Hydrogen Gas Sensing Applications,
a,Polyvinylpyrrolidone/Multiwall Carbon Nanotube Composite Based 36° YX LiTaO3 Surface Acoustic Wave For Hydrogen Gas Sensing Applications,http://adsabs.harvard.edu/abs/2011AIPC.1341..410C
p,NASA Astrophysics Data System (ADS),
a,NASA Astrophysics Data System (ADS),http://adsabs.harvard.edu/abstract_service.html
p,"Chee, Pei Song; Arsat, Rashidah; He, Xiuli; Kalantar-zadeh, Kourosh; Arsat, Mahyuddin; Wlodarski, Wojtek",
p,2011-05-01,
p,"Poly-vinyl-pyrrolidone(PVP) /Multiwall Carbon Nanotubes (MWNTs) based Surface Acoustic Wave (SAW) sensors are fabricated and characterized, and their performances towards hydrogen gas are investigated. The PVP/MWNTs fibers composite are prepared by electrospinning of the composite aqueous solution deposited directly onto the active area of SAW transducers. Via scanning electron microscopy (SEM), the morphology of the deposited nanostructure material is observed. From the dynamic response, frequency shifts of 530 Hz (1% H2) and 11.322 kHz (0.25% H2) are recorded for the sensors contain of 1.525 g and 1.025 g PVP concentrations, respectively.",
p,Composite poly(vinylalcohol)/poly(vinylacetate) electrospun nanofibrous mats as a novel wound dressing matrix for controlled release of drugs,
a,Composite poly(vinylalcohol)/poly(vinylacetate) electrospun nanofibrous mats as a novel wound dressing matrix for controlled release of drugs,https://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pmcentrez&artid=3124403
p,PubMed Central,
a,PubMed Central,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pmc
p,"Jannesari, Marziyeh; Varshosaz, Jaleh; Morshed, Mohammad; Zamani, Maedeh",
p,2011-01-01,
p,"The aim of this study was to develop novel biomedicated nanofiber electrospun mats for controlled drug release, especially drug release directly to an injury site to accelerate wound healing. Nanofibers of poly(vinylalcohol) (PVA), poly(vinylacetate) (PVAc), and a 50:50 composite blend, loaded with ciprofloxacin HCl (CipHCl), were successfully prepared by an electrospinning technique for the first time. The morphology and average diameter of the electrospun nanofibers were investigated by scanning electron microscopy. X-ray diffraction studies indicated an amorphous distribution of the drug inside the nanofiber blend. Introducing the drug into polymeric solutions significantly decreased solution viscosities as well as nanofiber diameter. In vitro drug release evaluations showed that both the kind of polymer and the amount of drug loaded greatly affected the degree of swelling, weight loss, and initial burst and rate of drug release. Blending PVA and PVAc exhibited a useful and convenient method for electrospinning in order to control the rate and period of drug release in wound healing applications. Also, the thickness of the blend nanofiber mats strongly influenced the initial release and rate of drug release. PMID:21720511",
p,"Structure and electrochemical behaviour of 4,7-diazaheptyl-trimethoxy-silane andvinyl-trialkoxy-silane adsorbed at silver surface",
a,"Structure and electrochemical behaviour of 4,7-diazaheptyl-trimethoxy-silane andvinyl-trialkoxy-silane adsorbed at silver surface",http://adsabs.harvard.edu/abs/2006JMoSt.800..140L
p,NASA Astrophysics Data System (ADS),
a,NASA Astrophysics Data System (ADS),http://adsabs.harvard.edu/abstract_service.html
p,"Łuczak, Teresa; Pankiewicz, Radosław; Łęska, Bogusława; Schroeder, Grzegorz; Bełtowska-Brzezinska, Maria; Brzezinski, Bogumil",
p,2006-12-01,
p,"Novel self-assembled monolayers were obtained on silver using 4,7-diazaheptyl-trimethoxy-silane (SiN) andvinyl-trialkoxy-silane (SiVA, where the alkyl group is 3,6,9,12,15,18,21,24,27,30,33,36,39,42,45,48,51,54,57,60-eicozaoxa- hexaheptaconan). It was shown that thus modified metal surface was protected against electrooxidation. A densely packed monolayer remained stable and did not desorb from the Ag electrode on the potential cycling. The structure of SiNand SiVA as well as their complexes with Li + cations were calculated and visualised by the AM1d and PM5 semi-empirical methods.",
p,Controlled Growth of CdS Quantum Dot in an Amphiphilic Diblock Copolymer Poly(2-VinylPyridine)-b-Poly(n-Hexyl Isocyanate) Reversed Micelle Nanoreactor.,
a,Controlled Growth of CdS Quantum Dot in an Amphiphilic Diblock Copolymer Poly(2-VinylPyridine)-b-Poly(n-Hexyl Isocyanate) Reversed Micelle Nanoreactor.,https://www.ncbi.nlm.nih.gov/pubmed/26716243
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,"Samal, Monica; Mohapatra, Priya Ranjan; Yun, Kyu Sik",
p,2015-09-01,
p,"A diblock copolymer poly(2-vinylpyridine)-b-poly(n-hexyl isocyanate) (P2VP-b-PHIC) is used for the present study. It has two blocks; a rod-shaped PHIC block that adopts a helical conformation, and a coil shaped P2VP block. In a polar solvent such as THF both PHIC and P2VP blocks are soluble. In mixtures of two solvents, such as THF and methanol, while the solubility of P2VP component is augmented that of PHIC is decreased leading to formation of reversed micelles. The pyridine nitrogen in P2VP block is a reactive site. It forms complexes with a suitable metal ion, such as Cd2+. The micelle is employed as a nanoreactor for synthesis of CdS quantum dot (QD). In this paper, the micellization behaviour of the copolymer and the use of the micelles for synthesis and controlled growth of CdS nanocrystals are demonstrated.",
a,«,#
a,17,#
a,18,#
a,20,#
a,21,#
a,»,#
a,«,#
a,18,#
a,19,#
a,21,#
a,22,#
a,»,#
p,Electrospun nanofibers of poly(vinylalcohol)reinforced with cellulose nanofibrils,
a,Electrospun nanofibers of poly(vinylalcohol)reinforced with cellulose nanofibrils,http://www.ars.usda.gov/research/publications/publication/?seqNo115=218501
p,USDA-ARS?s Scientific Manuscript database,
a,USDA-ARS?s Scientific Manuscript database,https://www.ars.usda.gov/research/publications/find-a-publication/
p,,
p,,
p,"In this work, nanofibers of poly(vinylalcohol) (PVA) reinforced with cellulose nanofibrils (CnF) were produced by electrospinning. The effects of applied voltage, polymer concentration and injection rate, tip-to-collector distance (TCD), rotation speed of the collector, and relative humidity on mor...",
p,"Shock tube study of dissociation and relaxation in 1,1-difluoroethane andvinylfluoride.",
a,"Shock tube study of dissociation and relaxation in 1,1-difluoroethane andvinylfluoride.",https://www.ncbi.nlm.nih.gov/pubmed/17687466
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,"Xu, Hui; Kiefer, John H; Sivaramakrishnan, Raghu; Giri, Binod R; Tranter, Robert S",
p,2007-08-21,
p,"This paper reports measurements of the thermal dissociation of 1,1-difluoroethane in the shock tube. The experiments employ laser-schlieren measurements of rate for the dominant HF elimination using 10% 1,1-difluoroethane in Kr over 1500-2000 K and 43 < P < 424 torr. Thevinylfluoride product of this process then dissociates affecting the late observations. We thus include a laser schlieren study (1717-2332 K, 75 < P < 482 torr in 10 and 4%vinylfluoride in Kr) of this dissociation. This latter work also includes a set of experiments using shock-tube time-of-flight mass spectrometry (4%vinylfluoride in neon, 1500-1980 K, 500 < P < 1300 torr). These time-of-flight experiments confirm the theoretical expectation that the only reaction invinylfluoride is HF elimination. The dissociation experiments are augmented by laser schlieren measurements of vibrational relaxation (1-20% C(2)H(3)F in Kr, 415-1975 K, 5 < P < 50 torr, and 2 and 5% C(2)H(4)F(2) in Kr, 700-1350 K, 6 < P < 22 torr). These experiments exhibit very rapid relaxation, and incubation delays should be negligible in dissociation. An RRKM model of dissociation in 1,1-difluoroethane based on a G3B3 calculation of barrier and other properties fits the experiments but requires a very large DeltaE(down) of 1600 cm(-1), similar to that found in a previous examination of 1,1,1-trifluoroethane. Dissociation ofvinylfluoride is complicated by the presence of two parallel HF eliminations, both three-center and four-center. Structure calculations find nearly equal barriers for these, and TST calculations show almost identical k(infinity). An RRKM fit to the observed falloff again requires an unusually large DeltaE(down) and the experiments actually support a slightly reduced barrier. These large energy-transfer parameters now seem routine in these large fluorinated species. It is perhaps a surprising result for which there is as yet no explanation.",
p,Laboratory characterization and astrophysical detection of vibrationally excited states ofvinylcyanide in Orion-KL,
a,Laboratory characterization and astrophysical detection of vibrationally excited states ofvinylcyanide in Orion-KL,http://adsabs.harvard.edu/abs/2014A%26A...572A..44L
p,NASA Astrophysics Data System (ADS),
a,NASA Astrophysics Data System (ADS),http://adsabs.harvard.edu/abstract_service.html
p,"López, A.; Tercero, B.; Kisiel, Z.; Daly, A. M.; Bermúdez, C.; Calcutt, H.; Marcelino, N.; Viti, S.; Drouin, B. J.; Medvedev, I. R.; Neese, C. F.; Pszczółkowski, L.; Alonso, J. L.; Cernicharo, J.",
p,2014-12-01,
p,"= 1 ⇔ (ν11 = 1,ν15 = 1) dyad (at 806.4/809.9 K), and ν11 = 3 (at 987.9 K), are populated under warm and dense conditions, so they probe the hottest parts of the Orion-KL source. The vibrational temperatures derived for the ν11 = 1, ν11 = 2, and ν15 = 1 states are 252 ± 76 K, 242 ± 121 K, and 227 ± 68 K, respectively; all of them are close to the mean kinetic temperature of the hot core component (210 K). The total column density of CH2CHCN in the ground state is (3.0 ± 0.9) × 1015 cm-2. We report the detection of methyl isocyanide (CH3NC) for the first time in Orion-KL and a tentative detection ofvinylisocyanide (CH2CHNC). We also give column density ratios between the cyanide and isocyanide isomers, obtaining aN(CH3NC)/N(CH3CN) ratio of 0.002. Conclusions: Laboratory characterization of many previously unassigned vibrationally excited states ofvinylcyanide ranging from microwave to THz frequencies allowed us to detect these molecular species in Orion-KL. Column density, rotational and vibrational temperatures for CH2CHCN in their ground and excited states, and the isotopologues have been constrained by means of a sample of more than 1000 lines in this survey. The full Tables A.6-A.14 are only available at the CDS via anonymous ftp to http://cdsarc.u-strasbg.fr (ftp://130.79.128.5) or via http://cdsarc.u-strasbg.fr/viz-bin/qcat?J/A+A/572/A44This work was based on observations carried out with the IRAM-30 m telescope. IRAM is supported by INSU/CNRS (France), MPG (Germany), and IGN (Spain).",
p,Development of electrospun poly (vinylalcohol)-based bionanocomposite scaffolds for bone tissue engineering.,
a,Development of electrospun poly (vinylalcohol)-based bionanocomposite scaffolds for bone tissue engineering.,https://www.ncbi.nlm.nih.gov/pubmed/29266718
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,"Enayati, Mohammad Saied; Behzad, Tayebeh; Sajkiewicz, Pawel; Rafienia, Mohammad; Bagheri, Rouhollah; Ghasemi-Mobarakeh, Laleh; Kolbuk, Dorota; Pahlevanneshan, Zari; Bonakdar, Shahin H",
p,2018-04-01,
